Type,Distribution,K,N,Dimensions,Time
Buckets,gaussian,75,262144,3,0.403999
Buckets,gaussian,100,262144,3,0.514626
Buckets,gaussian,125,262144,3,0.557594
Buckets,gaussian,150,262144,3,0.727017
Buckets,gaussian,175,262144,3,0.433883
Buckets,gaussian,200,262144,3,0.390774
Buckets,gaussian,10,262144,10,0.203103
Buckets,gaussian,25,262144,10,0.14079
Buckets,gaussian,50,262144,10,0.272031
Buckets,gaussian,75,262144,10,0.148525
Buckets,gaussian,100,262144,10,4.15957
Buckets,gaussian,125,262144,10,0.224702
Buckets,gaussian,150,262144,10,4.18519
Buckets,gaussian,175,262144,10,7.98873
Buckets,gaussian,200,262144,10,4.02677
Quad Tree,gaussian,10,262144,2,0.0469255
Quad Tree,gaussian,25,262144,2,0.0520972
Quad Tree,gaussian,50,262144,2,0.0516514
Quad Tree,gaussian,75,262144,2,0.0538106
Quad Tree,gaussian,100,262144,2,0.0575827
Quad Tree,gaussian,125,262144,2,0.0538791
Quad Tree,gaussian,150,262144,2,0.0588186
Quad Tree,gaussian,175,262144,2,0.0683799
Quad Tree,gaussian,200,262144,2,0.0600564
KD Tree,gaussian,10,262144,2,0.047616
KD Tree,gaussian,25,262144,2,0.0472261
KD Tree,gaussian,50,262144,2,0.0468958
KD Tree,gaussian,75,262144,2,0.0538093
KD Tree,gaussian,100,262144,2,0.0551994
KD Tree,gaussian,125,262144,2,0.0553746
KD Tree,gaussian,150,262144,2,0.0574519
KD Tree,gaussian,175,262144,2,0.0700786
KD Tree,gaussian,200,262144,2,0.0666626
KD Tree,gaussian,10,262144,3,0.0597936
KD Tree,gaussian,25,262144,3,0.0600102
KD Tree,gaussian,50,262144,3,0.0638969
KD Tree,gaussian,75,262144,3,0.0644414
KD Tree,gaussian,100,262144,3,0.0664768
KD Tree,gaussian,125,262144,3,0.062859
KD Tree,gaussian,150,262144,3,0.0683068
KD Tree,gaussian,175,262144,3,0.0680808
KD Tree,gaussian,200,262144,3,0.0697486
KD Tree,gaussian,10,262144,10,0.186542
KD Tree,gaussian,25,262144,10,0.184336
KD Tree,gaussian,50,262144,10,0.187669
KD Tree,gaussian,75,262144,10,0.187144
KD Tree,gaussian,100,262144,10,0.187299
KD Tree,gaussian,125,262144,10,0.189414
KD Tree,gaussian,150,262144,10,0.193591
KD Tree,gaussian,175,262144,10,0.187639
KD Tree,gaussian,200,262144,10,0.193517
Dumb,gaussian,10,524288,2,1.04741
Dumb,gaussian,25,524288,2,1.05038
Dumb,gaussian,50,524288,2,1.0276
Dumb,gaussian,75,524288,2,1.03944
Dumb,gaussian,100,524288,2,1.03545
Dumb,gaussian,125,524288,2,1.04334
Dumb,gaussian,150,524288,2,1.04036
Dumb,gaussian,175,524288,2,1.04638
Dumb,gaussian,200,524288,2,1.04116
Buckets,gaussian,10,524288,2,1.65821
Buckets,gaussian,25,524288,2,0.717732
Buckets,gaussian,50,524288,2,1.25601
Buckets,gaussian,75,524288,2,1.75846
Buckets,gaussian,100,524288,2,1.4476
Buckets,gaussian,125,524288,2,1.11364
Buckets,gaussian,150,524288,2,1.27254
Buckets,gaussian,175,524288,2,0.82857
Buckets,gaussian,200,524288,2,0.870553
Buckets,gaussian,10,524288,3,0.80939
Buckets,gaussian,25,524288,3,1.43422
Buckets,gaussian,50,524288,3,1.41481
Buckets,gaussian,75,524288,3,1.93158
Buckets,gaussian,100,524288,3,1.49278
Buckets,gaussian,125,524288,3,1.85758
Buckets,gaussian,150,524288,3,1.35348
Buckets,gaussian,175,524288,3,1.88137
Buckets,gaussian,200,524288,3,0.854867
Buckets,gaussian,10,524288,10,0.189868
Buckets,gaussian,25,524288,10,0.225971
Buckets,gaussian,50,524288,10,0.257104
Buckets,gaussian,75,524288,10,5.81639
Buckets,gaussian,100,524288,10,0.236379
Buckets,gaussian,125,524288,10,0.241999
Buckets,gaussian,150,524288,10,5.78805
Buckets,gaussian,175,524288,10,0.323946
Buckets,gaussian,200,524288,10,5.91603
Quad Tree,gaussian,10,524288,2,0.0911396
Quad Tree,gaussian,25,524288,2,0.0980113
Quad Tree,gaussian,50,524288,2,0.101059
Quad Tree,gaussian,75,524288,2,0.0931363
Quad Tree,gaussian,100,524288,2,0.106524
Quad Tree,gaussian,125,524288,2,0.115035
Quad Tree,gaussian,150,524288,2,0.105205
Quad Tree,gaussian,175,524288,2,0.125273
Quad Tree,gaussian,200,524288,2,0.106912
KD Tree,gaussian,10,524288,2,0.0859667
KD Tree,gaussian,25,524288,2,0.0888121
KD Tree,gaussian,50,524288,2,0.0967315
KD Tree,gaussian,75,524288,2,0.101169
KD Tree,gaussian,100,524288,2,0.0959657
KD Tree,gaussian,125,524288,2,0.102945
KD Tree,gaussian,150,524288,2,0.110392
KD Tree,gaussian,175,524288,2,0.11103
KD Tree,gaussian,200,524288,2,0.126115
KD Tree,gaussian,10,524288,3,0.116183
KD Tree,gaussian,25,524288,3,0.124342
KD Tree,gaussian,50,524288,3,0.124693
KD Tree,gaussian,75,524288,3,0.126008
KD Tree,gaussian,100,524288,3,0.124829
KD Tree,gaussian,125,524288,3,0.12946
KD Tree,gaussian,150,524288,3,0.134961
KD Tree,gaussian,175,524288,3,0.120465
KD Tree,gaussian,200,524288,3,0.131103
KD Tree,gaussian,10,524288,10,0.367895
KD Tree,gaussian,25,524288,10,0.365924
KD Tree,gaussian,50,524288,10,0.369838
KD Tree,gaussian,75,524288,10,0.367548
KD Tree,gaussian,100,524288,10,0.372598
KD Tree,gaussian,125,524288,10,0.376026
KD Tree,gaussian,150,524288,10,0.380217
KD Tree,gaussian,175,524288,10,0.37895
KD Tree,gaussian,200,524288,10,0.377407
Dumb,gaussian,10,1048576,2,2.24324
Dumb,gaussian,25,1048576,2,2.19405
Dumb,gaussian,50,1048576,2,2.19145
Dumb,gaussian,75,1048576,2,2.1953
Dumb,gaussian,100,1048576,2,2.17678
Dumb,gaussian,125,1048576,2,2.1676
Dumb,gaussian,150,1048576,2,2.20526
Dumb,gaussian,175,1048576,2,2.17414
Dumb,gaussian,200,1048576,2,2.18144
Buckets,gaussian,10,1048576,2,2.15219
Buckets,gaussian,25,1048576,2,2.7634
Buckets,gaussian,50,1048576,2,2.51763
Buckets,gaussian,75,1048576,2,3.19677
Buckets,gaussian,100,1048576,2,2.40264
Buckets,gaussian,125,1048576,2,3.60576
Buckets,gaussian,150,1048576,2,3.01829
Buckets,gaussian,175,1048576,2,3.26966
Buckets,gaussian,200,1048576,2,1.98399
Buckets,gaussian,10,1048576,3,2.7336
Buckets,gaussian,25,1048576,3,1.04936
Buckets,gaussian,50,1048576,3,2.86755
Buckets,gaussian,75,1048576,3,2.75107
Buckets,gaussian,100,1048576,3,2.62421
Buckets,gaussian,125,1048576,3,2.65937
Buckets,gaussian,150,1048576,3,3.91517
Buckets,gaussian,175,1048576,3,2.82714
Buckets,gaussian,200,1048576,3,3.04918
Buckets,gaussian,10,1048576,10,0.405905
Buckets,gaussian,25,1048576,10,0.397635
Buckets,gaussian,50,1048576,10,0.358344
Buckets,gaussian,75,1048576,10,0.640693
Buckets,gaussian,100,1048576,10,0.522165
Buckets,gaussian,125,1048576,10,0.439483
Buckets,gaussian,150,1048576,10,0.372622
Buckets,gaussian,175,1048576,10,0.441887
Buckets,gaussian,200,1048576,10,0.453492
Quad Tree,gaussian,10,1048576,2,0.178677
Quad Tree,gaussian,25,1048576,2,0.180999
Quad Tree,gaussian,50,1048576,2,0.183659
Quad Tree,gaussian,75,1048576,2,0.191554
Quad Tree,gaussian,100,1048576,2,0.212724
Quad Tree,gaussian,125,1048576,2,0.192605
Quad Tree,gaussian,150,1048576,2,0.187053
Quad Tree,gaussian,175,1048576,2,0.209882
Quad Tree,gaussian,200,1048576,2,0.20649
KD Tree,gaussian,10,1048576,2,0.160055
KD Tree,gaussian,25,1048576,2,0.180852
KD Tree,gaussian,50,1048576,2,0.181041
KD Tree,gaussian,75,1048576,2,0.192841
KD Tree,gaussian,100,1048576,2,0.187873
KD Tree,gaussian,125,1048576,2,0.20165
KD Tree,gaussian,150,1048576,2,0.201991
KD Tree,gaussian,175,1048576,2,0.205185
KD Tree,gaussian,200,1048576,2,0.21189
KD Tree,gaussian,10,1048576,3,0.233094
KD Tree,gaussian,25,1048576,3,0.237966
KD Tree,gaussian,50,1048576,3,0.214109
KD Tree,gaussian,75,1048576,3,0.245913
KD Tree,gaussian,100,1048576,3,0.225455
KD Tree,gaussian,125,1048576,3,0.234421
KD Tree,gaussian,150,1048576,3,0.260117
KD Tree,gaussian,175,1048576,3,0.21856
KD Tree,gaussian,200,1048576,3,0.254031
KD Tree,gaussian,10,1048576,10,0.729894
KD Tree,gaussian,25,1048576,10,0.728751
KD Tree,gaussian,50,1048576,10,0.732325
KD Tree,gaussian,75,1048576,10,0.735137
KD Tree,gaussian,100,1048576,10,0.739085
KD Tree,gaussian,125,1048576,10,0.736037
KD Tree,gaussian,150,1048576,10,0.733776
KD Tree,gaussian,175,1048576,10,0.737221
KD Tree,gaussian,200,1048576,10,0.742684
Dumb,gaussian,10,2097152,2,4.60739
Dumb,gaussian,25,2097152,2,4.57938
Dumb,gaussian,50,2097152,2,4.60468
Dumb,gaussian,75,2097152,2,4.58424
Dumb,gaussian,100,2097152,2,4.57312
Dumb,gaussian,125,2097152,2,4.62221
Dumb,gaussian,150,2097152,2,4.59944
Dumb,gaussian,175,2097152,2,4.60516
Dumb,gaussian,200,2097152,2,4.55983
Buckets,gaussian,10,2097152,2,6.09593
Buckets,gaussian,25,2097152,2,7.15915
Buckets,gaussian,50,2097152,2,4.55844
Buckets,gaussian,75,2097152,2,5.94673
Buckets,gaussian,100,2097152,2,6.95471
Buckets,gaussian,125,2097152,2,4.34341
Buckets,gaussian,150,2097152,2,6.37651
Buckets,gaussian,175,2097152,2,6.96171
Buckets,gaussian,200,2097152,2,7.43321
Buckets,gaussian,10,2097152,3,5.08425
Buckets,gaussian,25,2097152,3,8.26364
Buckets,gaussian,50,2097152,3,7.31679
Buckets,gaussian,75,2097152,3,5.04071
Buckets,gaussian,100,2097152,3,6.67869
Buckets,gaussian,125,2097152,3,4.97244
Buckets,gaussian,150,2097152,3,5.65959
Buckets,gaussian,175,2097152,3,8.15867
Buckets,gaussian,200,2097152,3,8.64187
Buckets,gaussian,10,2097152,10,0.752498
Buckets,gaussian,25,2097152,10,0.636743
Buckets,gaussian,50,2097152,10,0.581452
Buckets,gaussian,75,2097152,10,0.720088
Buckets,gaussian,100,2097152,10,0.790692
Buckets,gaussian,125,2097152,10,0.892259
Buckets,gaussian,150,2097152,10,17.5875
Buckets,gaussian,175,2097152,10,0.63798
Buckets,gaussian,200,2097152,10,0.932784
Quad Tree,gaussian,10,2097152,2,0.35986
Quad Tree,gaussian,25,2097152,2,0.364824
Quad Tree,gaussian,50,2097152,2,0.365016
Quad Tree,gaussian,75,2097152,2,0.378423
Quad Tree,gaussian,100,2097152,2,0.399601
Quad Tree,gaussian,125,2097152,2,0.420714
Quad Tree,gaussian,150,2097152,2,0.408099
Quad Tree,gaussian,175,2097152,2,0.390722
Quad Tree,gaussian,200,2097152,2,0.420024
KD Tree,gaussian,10,2097152,2,0.364465
KD Tree,gaussian,25,2097152,2,0.319412
KD Tree,gaussian,50,2097152,2,0.342164
KD Tree,gaussian,75,2097152,2,0.314493
KD Tree,gaussian,100,2097152,2,0.385943
KD Tree,gaussian,125,2097152,2,0.418365
KD Tree,gaussian,150,2097152,2,0.380874
KD Tree,gaussian,175,2097152,2,0.412492
KD Tree,gaussian,200,2097152,2,0.394416
KD Tree,gaussian,10,2097152,3,0.444743
KD Tree,gaussian,25,2097152,3,0.469146
KD Tree,gaussian,50,2097152,3,0.477029
KD Tree,gaussian,75,2097152,3,0.458821
KD Tree,gaussian,100,2097152,3,0.431897
KD Tree,gaussian,125,2097152,3,0.446009
KD Tree,gaussian,150,2097152,3,0.483877
KD Tree,gaussian,175,2097152,3,0.477484
KD Tree,gaussian,200,2097152,3,0.446905
KD Tree,gaussian,10,2097152,10,1.50883
KD Tree,gaussian,25,2097152,10,1.49715
KD Tree,gaussian,50,2097152,10,1.45701
KD Tree,gaussian,75,2097152,10,1.47991
KD Tree,gaussian,100,2097152,10,1.44138
KD Tree,gaussian,125,2097152,10,1.46624
KD Tree,gaussian,150,2097152,10,1.46875
KD Tree,gaussian,175,2097152,10,1.46158
KD Tree,gaussian,200,2097152,10,1.4746
Dumb,uniform,10,1024,2,0.00107389
Dumb,uniform,25,1024,2,0.00108846
Dumb,uniform,50,1024,2,0.00111453
Dumb,uniform,75,1024,2,0.00110402
Dumb,uniform,100,1024,2,0.00104003
Dumb,uniform,125,1024,2,0.00106839
Dumb,uniform,150,1024,2,0.00111176
Dumb,uniform,175,1024,2,0.00108356
Dumb,uniform,200,1024,2,0.00108589
Buckets,uniform,10,1024,2,0.000211466
Buckets,uniform,25,1024,2,0.000236808
Buckets,uniform,50,1024,2,0.000151011
Buckets,uniform,75,1024,2,0.000177541
Buckets,uniform,100,1024,2,0.00103006
Buckets,uniform,125,1024,2,0.000942075
Buckets,uniform,150,1024,2,0.00267998
Buckets,uniform,175,1024,2,0.00245869
Buckets,uniform,200,1024,2,0.00236991
Buckets,uniform,10,1024,3,8.18183e-05
Buckets,uniform,25,1024,3,0.00115138
Buckets,uniform,50,1024,3,0.00344851
Buckets,uniform,75,1024,3,0.00340087
Buckets,uniform,100,1024,3,0.00336882
Buckets,uniform,125,1024,3,0.0032969
Buckets,uniform,150,1024,3,0.00339883
Buckets,uniform,175,1024,3,0.00340588
Buckets,uniform,200,1024,3,0.00336285
Buckets,uniform,10,1024,10,7.12051
Buckets,uniform,25,1024,10,7.01695
Buckets,uniform,50,1024,10,7.01563
Buckets,uniform,75,1024,10,7.03725
Buckets,uniform,100,1024,10,7.02038
Buckets,uniform,125,1024,10,7.07812
Buckets,uniform,150,1024,10,7.02155
Buckets,uniform,175,1024,10,7.02271
Buckets,uniform,200,1024,10,7.02138
Quad Tree,uniform,10,1024,2,0.000314773
Quad Tree,uniform,25,1024,2,0.000464636
Quad Tree,uniform,50,1024,2,0.00077324
Quad Tree,uniform,75,1024,2,0.000661821
Quad Tree,uniform,100,1024,2,0.000822983
Quad Tree,uniform,125,1024,2,0.00104068
Quad Tree,uniform,150,1024,2,0.001105
Quad Tree,uniform,175,1024,2,0.000822141
Quad Tree,uniform,200,1024,2,0.00128402
KD Tree,uniform,10,1024,2,0.000301345
KD Tree,uniform,25,1024,2,0.000482192
KD Tree,uniform,50,1024,2,0.000691845
KD Tree,uniform,75,1024,2,0.00103458
KD Tree,uniform,100,1024,2,0.00093803
KD Tree,uniform,125,1024,2,0.00124198
KD Tree,uniform,150,1024,2,0.00125105
KD Tree,uniform,175,1024,2,0.000842586
KD Tree,uniform,200,1024,2,0.00128458
KD Tree,uniform,10,1024,3,0.000333166
KD Tree,uniform,25,1024,3,0.000501613
KD Tree,uniform,50,1024,3,0.000608019
KD Tree,uniform,75,1024,3,0.000896496
KD Tree,uniform,100,1024,3,0.00128261
KD Tree,uniform,125,1024,3,0.00124685
KD Tree,uniform,150,1024,3,0.00112716
KD Tree,uniform,175,1024,3,0.00131552
KD Tree,uniform,200,1024,3,0.00171263
KD Tree,uniform,10,1024,10,0.000961808
KD Tree,uniform,25,1024,10,0.00125714
KD Tree,uniform,50,1024,10,0.00172953
KD Tree,uniform,75,1024,10,0.00214072
KD Tree,uniform,100,1024,10,0.00254808
KD Tree,uniform,125,1024,10,0.0025808
KD Tree,uniform,150,1024,10,0.0030326
KD Tree,uniform,175,1024,10,0.00419638
KD Tree,uniform,200,1024,10,0.00390569
Dumb,uniform,10,2048,2,0.00243999
Dumb,uniform,25,2048,2,0.0021846
Dumb,uniform,50,2048,2,0.00291827
Dumb,uniform,75,2048,2,0.0027006
Dumb,uniform,100,2048,2,0.00240453
Dumb,uniform,125,2048,2,0.00231297
Dumb,uniform,150,2048,2,0.00239891
Dumb,uniform,175,2048,2,0.00237294
Dumb,uniform,200,2048,2,0.00234945
Buckets,uniform,10,2048,2,0.000467827
Buckets,uniform,25,2048,2,0.000311859
Buckets,uniform,50,2048,2,0.000319939
Buckets,uniform,75,2048,2,0.000438651
Buckets,uniform,100,2048,2,0.00051029
Buckets,uniform,125,2048,2,0.000467024
Buckets,uniform,150,2048,2,0.000570388
Buckets,uniform,175,2048,2,0.00352509
Buckets,uniform,200,2048,2,0.00217509
Buckets,uniform,10,2048,3,0.000145189
Buckets,uniform,25,2048,3,0.000195048
Buckets,uniform,50,2048,3,0.000197679
Buckets,uniform,75,2048,3,0.00254706
Buckets,uniform,100,2048,3,0.00736674
Buckets,uniform,125,2048,3,0.00740473
Buckets,uniform,150,2048,3,0.00730207
Buckets,uniform,175,2048,3,0.00724668
Buckets,uniform,200,2048,3,0.00717099
Buckets,uniform,10,2048,10,7.1028
Buckets,uniform,25,2048,10,7.0336
Buckets,uniform,50,2048,10,7.07689
Buckets,uniform,75,2048,10,7.03818
Buckets,uniform,100,2048,10,7.03473
Buckets,uniform,125,2048,10,7.03609
Buckets,uniform,150,2048,10,7.03402
Buckets,uniform,175,2048,10,7.03392
Buckets,uniform,200,2048,10,7.03311
Quad Tree,uniform,10,2048,2,0.000483251
Quad Tree,uniform,25,2048,2,0.000759289
Quad Tree,uniform,50,2048,2,0.00108683
Quad Tree,uniform,75,2048,2,0.00120315
Quad Tree,uniform,100,2048,2,0.00132182
Quad Tree,uniform,125,2048,2,0.00177475
Quad Tree,uniform,150,2048,2,0.00166783
Quad Tree,uniform,175,2048,2,0.00216853
Quad Tree,uniform,200,2048,2,0.00208388
KD Tree,uniform,10,2048,2,0.000560258
KD Tree,uniform,25,2048,2,0.000828163
KD Tree,uniform,50,2048,2,0.000962874
KD Tree,uniform,75,2048,2,0.000694444
KD Tree,uniform,100,2048,2,0.00164254
KD Tree,uniform,125,2048,2,0.00198516
KD Tree,uniform,150,2048,2,0.00180294
KD Tree,uniform,175,2048,2,0.0018044
KD Tree,uniform,200,2048,2,0.00124057
KD Tree,uniform,10,2048,3,0.000675799
KD Tree,uniform,25,2048,3,0.000894689
KD Tree,uniform,50,2048,3,0.00109068
KD Tree,uniform,75,2048,3,0.00152138
KD Tree,uniform,100,2048,3,0.00150328
KD Tree,uniform,125,2048,3,0.0017371
KD Tree,uniform,150,2048,3,0.00215241
KD Tree,uniform,175,2048,3,0.00160827
KD Tree,uniform,200,2048,3,0.00172501
KD Tree,uniform,10,2048,10,0.00168681
KD Tree,uniform,25,2048,10,0.00203925
KD Tree,uniform,50,2048,10,0.00279118
KD Tree,uniform,75,2048,10,0.00335006
KD Tree,uniform,100,2048,10,0.00399341
KD Tree,uniform,125,2048,10,0.00416987
KD Tree,uniform,150,2048,10,0.00495787
KD Tree,uniform,175,2048,10,0.00476975
KD Tree,uniform,200,2048,10,0.0060022
Dumb,uniform,10,4096,2,0.00519804
Dumb,uniform,25,4096,2,0.00516725
Dumb,uniform,50,4096,2,0.00518923
Dumb,uniform,75,4096,2,0.00504698
Dumb,uniform,100,4096,2,0.00500231
Dumb,uniform,125,4096,2,0.00530215
Dumb,uniform,150,4096,2,0.0051656
Dumb,uniform,175,4096,2,0.00520282
Dumb,uniform,200,4096,2,0.00527771
Buckets,uniform,10,4096,2,0.000914744
Buckets,uniform,25,4096,2,0.0011008
Buckets,uniform,50,4096,2,0.000762697
Buckets,uniform,75,4096,2,0.00118968
Buckets,uniform,100,4096,2,0.000854454
Buckets,uniform,125,4096,2,0.000897426
Buckets,uniform,150,4096,2,0.00115423
Buckets,uniform,175,4096,2,0.00106656
Buckets,uniform,200,4096,2,0.00106826
Buckets,uniform,10,4096,3,0.000345706
Buckets,uniform,25,4096,3,0.000291528
Buckets,uniform,50,4096,3,0.00561828
Buckets,uniform,75,4096,3,0.00522155
Buckets,uniform,100,4096,3,0.00561036
Buckets,uniform,125,4096,3,0.0106406
Buckets,uniform,150,4096,3,0.0155824
Buckets,uniform,175,4096,3,0.0154632
Buckets,uniform,200,4096,3,0.0156127
Buckets,uniform,10,4096,10,7.10638
Buckets,uniform,25,4096,10,7.06965
Buckets,uniform,50,4096,10,7.07192
Buckets,uniform,75,4096,10,7.06438
Buckets,uniform,100,4096,10,7.06669
Buckets,uniform,125,4096,10,7.0524
Buckets,uniform,150,4096,10,7.07337
Buckets,uniform,175,4096,10,7.06087
Buckets,uniform,200,4096,10,7.05159
Quad Tree,uniform,10,4096,2,0.000891914
Quad Tree,uniform,25,4096,2,0.0012834
Quad Tree,uniform,50,4096,2,0.00156422
Quad Tree,uniform,75,4096,2,0.00241586
Quad Tree,uniform,100,4096,2,0.00187599
Quad Tree,uniform,125,4096,2,0.00219553
Quad Tree,uniform,150,4096,2,0.00240588
Quad Tree,uniform,175,4096,2,0.0032732
Quad Tree,uniform,200,4096,2,0.00345264
KD Tree,uniform,10,4096,2,0.000900341
KD Tree,uniform,25,4096,2,0.00127125
KD Tree,uniform,50,4096,2,0.00149094
KD Tree,uniform,75,4096,2,0.00233069
KD Tree,uniform,100,4096,2,0.00308922
KD Tree,uniform,125,4096,2,0.00193705
KD Tree,uniform,150,4096,2,0.0024532
KD Tree,uniform,175,4096,2,0.00220818
KD Tree,uniform,200,4096,2,0.00239207
KD Tree,uniform,10,4096,3,0.00117385
KD Tree,uniform,25,4096,3,0.00129373
KD Tree,uniform,50,4096,3,0.00183569
KD Tree,uniform,75,4096,3,0.00210774
KD Tree,uniform,100,4096,3,0.00240618
KD Tree,uniform,125,4096,3,0.00298858
KD Tree,uniform,150,4096,3,0.00276525
KD Tree,uniform,175,4096,3,0.00418461
KD Tree,uniform,200,4096,3,0.0032059
KD Tree,uniform,10,4096,10,0.0032264
KD Tree,uniform,25,4096,10,0.00353945
KD Tree,uniform,50,4096,10,0.00406557
KD Tree,uniform,75,4096,10,0.00464383
KD Tree,uniform,100,4096,10,0.00562885
KD Tree,uniform,125,4096,10,0.00542562
KD Tree,uniform,150,4096,10,0.0069962
KD Tree,uniform,175,4096,10,0.00821086
KD Tree,uniform,200,4096,10,0.00831444
Dumb,uniform,10,8192,2,0.0113139
Dumb,uniform,25,8192,2,0.0110564
Dumb,uniform,50,8192,2,0.0111854
Dumb,uniform,75,8192,2,0.0114022
Dumb,uniform,100,8192,2,0.0111784
Dumb,uniform,125,8192,2,0.0109444
Dumb,uniform,150,8192,2,0.0114218
Dumb,uniform,175,8192,2,0.0110242
Dumb,uniform,200,8192,2,0.0112173
Buckets,uniform,10,8192,2,0.00203091
Buckets,uniform,25,8192,2,0.00184879
Buckets,uniform,50,8192,2,0.00250621
Buckets,uniform,75,8192,2,0.00223105
Buckets,uniform,100,8192,2,0.00241507
Buckets,uniform,125,8192,2,0.00244425
Buckets,uniform,150,8192,2,0.00198795
Buckets,uniform,175,8192,2,0.00169383
Buckets,uniform,200,8192,2,0.00221551
Buckets,uniform,10,8192,3,0.000579744
Buckets,uniform,25,8192,3,0.000428578
Buckets,uniform,50,8192,3,0.000404416
Buckets,uniform,75,8192,3,0.000693455
Buckets,uniform,100,8192,3,0.000571802
Buckets,uniform,125,8192,3,0.000742941
Buckets,uniform,150,8192,3,0.0114541
Buckets,uniform,175,8192,3,0.0007772
Buckets,uniform,200,8192,3,0.022033
Buckets,uniform,10,8192,10,7.15022
Buckets,uniform,25,8192,10,7.18251
Buckets,uniform,50,8192,10,7.12948
Buckets,uniform,75,8192,10,7.1181
Buckets,uniform,100,8192,10,7.11714
Buckets,uniform,125,8192,10,7.12483
Buckets,uniform,150,8192,10,7.11504
Buckets,uniform,175,8192,10,7.11882
Buckets,uniform,200,8192,10,7.12119
Quad Tree,uniform,10,8192,2,0.00187322
Quad Tree,uniform,25,8192,2,0.00211342
Quad Tree,uniform,50,8192,2,0.0019135
Quad Tree,uniform,75,8192,2,0.00387446
Quad Tree,uniform,100,8192,2,0.00428182
Quad Tree,uniform,125,8192,2,0.00329311
Quad Tree,uniform,150,8192,2,0.00427642
Quad Tree,uniform,175,8192,2,0.00466396
Quad Tree,uniform,200,8192,2,0.00491675
KD Tree,uniform,10,8192,2,0.00190707
KD Tree,uniform,25,8192,2,0.00269263
KD Tree,uniform,50,8192,2,0.0025566
KD Tree,uniform,75,8192,2,0.00295197
KD Tree,uniform,100,8192,2,0.00387821
KD Tree,uniform,125,8192,2,0.00390354
KD Tree,uniform,150,8192,2,0.00383792
KD Tree,uniform,175,8192,2,0.00368056
KD Tree,uniform,200,8192,2,0.00761417
KD Tree,uniform,10,8192,3,0.00218152
KD Tree,uniform,25,8192,3,0.00224988
KD Tree,uniform,50,8192,3,0.00308495
KD Tree,uniform,75,8192,3,0.00293759
KD Tree,uniform,100,8192,3,0.0040932
KD Tree,uniform,125,8192,3,0.00393378
KD Tree,uniform,150,8192,3,0.00426146
KD Tree,uniform,175,8192,3,0.00465639
KD Tree,uniform,200,8192,3,0.00390058
KD Tree,uniform,10,8192,10,0.00591253
KD Tree,uniform,25,8192,10,0.00645323
KD Tree,uniform,50,8192,10,0.00692239
KD Tree,uniform,75,8192,10,0.00834873
KD Tree,uniform,100,8192,10,0.00909364
KD Tree,uniform,125,8192,10,0.00973702
KD Tree,uniform,150,8192,10,0.0107262
KD Tree,uniform,175,8192,10,0.0106507
KD Tree,uniform,200,8192,10,0.0114152
Dumb,uniform,10,16384,2,0.0240813
Dumb,uniform,25,16384,2,0.0244746
Dumb,uniform,50,16384,2,0.0238891
Dumb,uniform,75,16384,2,0.0236299
Dumb,uniform,100,16384,2,0.024553
Dumb,uniform,125,16384,2,0.0257666
Dumb,uniform,150,16384,2,0.0311837
Dumb,uniform,175,16384,2,0.0265235
Dumb,uniform,200,16384,2,0.0257578
Buckets,uniform,10,16384,2,0.00549994
Buckets,uniform,25,16384,2,0.005053
Buckets,uniform,50,16384,2,0.00526405
Buckets,uniform,75,16384,2,0.00552587
Buckets,uniform,100,16384,2,0.0045205
Buckets,uniform,125,16384,2,0.00578194
Buckets,uniform,150,16384,2,0.00457614
Buckets,uniform,175,16384,2,0.011117
Buckets,uniform,200,16384,2,0.00566858
Buckets,uniform,10,16384,3,0.00153804
Buckets,uniform,25,16384,3,0.00177632
Buckets,uniform,50,16384,3,0.0019344
Buckets,uniform,75,16384,3,0.00179795
Buckets,uniform,100,16384,3,0.00165609
Buckets,uniform,125,16384,3,0.00148791
Buckets,uniform,150,16384,3,0.00149086
Buckets,uniform,175,16384,3,0.00147663
Buckets,uniform,200,16384,3,0.00138153
Buckets,uniform,10,16384,10,7.33508
Buckets,uniform,25,16384,10,7.3114
Buckets,uniform,50,16384,10,7.25951
Buckets,uniform,75,16384,10,7.26357
Buckets,uniform,100,16384,10,7.23587
Buckets,uniform,125,16384,10,7.23992
Buckets,uniform,150,16384,10,7.23135
Buckets,uniform,175,16384,10,7.25194
Buckets,uniform,200,16384,10,7.25966
Quad Tree,uniform,10,16384,2,0.00360372
Quad Tree,uniform,25,16384,2,0.00432505
Quad Tree,uniform,50,16384,2,0.00398204
Quad Tree,uniform,75,16384,2,0.00466151
Quad Tree,uniform,100,16384,2,0.0050716
Quad Tree,uniform,125,16384,2,0.00684982
Quad Tree,uniform,150,16384,2,0.00593049
Quad Tree,uniform,175,16384,2,0.00744592
Quad Tree,uniform,200,16384,2,0.00820962
KD Tree,uniform,10,16384,2,0.00319721
KD Tree,uniform,25,16384,2,0.00358882
KD Tree,uniform,50,16384,2,0.00537795
KD Tree,uniform,75,16384,2,0.00550319
KD Tree,uniform,100,16384,2,0.00636751
KD Tree,uniform,125,16384,2,0.00707517
KD Tree,uniform,150,16384,2,0.00662527
KD Tree,uniform,175,16384,2,0.00818433
KD Tree,uniform,200,16384,2,0.00500823
KD Tree,uniform,10,16384,3,0.00331637
KD Tree,uniform,25,16384,3,0.00383818
